crm_name,crm_address,crm_postcode,crm_city,siret_candidate,score,candidate_name,candidate_addr,candidate_city,candidate_postcode,candidate_insee,rank
     Logikart SARL,1 Avenue Louis Mouillard,69500,BRON,32022857000109,0.9457260370254517,MBH ET MBH AZUR ET MBH FRET,1 AV LOUIS MOUILLARD,BRON,69500,69029,1
     Logikart SARL,1 Avenue Louis Mouillard,69500,BRON,83033356300013,0.7317323684692383,FBT FONCIERE BOURG DE THIZY,1 RUE LABORDE,BRON,69500,69029,2
     Logikart SARL,1 Avenue Louis Mouillard,69500,BRON,51036179300027,0.6696208119392395,GROUP SIMANE INTERNATIONAL BUSINESS,1 RUE LABORDE,BRON,69500,69029,3
     Logikart SARL,1 Avenue Louis Mouillard,69500,BRON,53785323600025,0.6604568958282471,TFTLABS,1 ALLEE DES SORBIERS,BRON,69500,69029,4
     Logikart SARL,1 Avenue Louis Mouillard,69500,BRON,92445647800016,0.6566734910011292,"ALYBRA, AMIS DE LYON BRON AEROPORT",AV LOUIS MOUILLARD,BRON,69500,69029,5
     MAGELEC,290 Rue Ferdinand Perrier,69800,SAINT-PRIEST,37904780600037,0.9998751878738403,MAGELEC,290 RUE FERDINAND PERRIER,SAINT-PRIEST,69800,69290,1
     MAGELEC,290 Rue Ferdinand Perrier,69800,SAINT-PRIEST,53068388700026,0.9717106223106384,QUALI ELEC,290 RUE FERDINAND PERRIER,SAINT-PRIEST,69800,69290,2
     MAGELEC,290 Rue Ferdinand Perrier,69800,SAINT-PRIEST,84041731500032,0.962578296661377,COLIS TRANSPORT,290 RUE FERDINAND PERRIER,SAINT-PRIEST,69800,69290,3
     MAGELEC,290 Rue Ferdinand Perrier,69800,SAINT-PRIEST,49777628600039,0.9617511630058289,TR SERVICES,290 RUE FERDINAND PERRIER,SAINT-PRIEST,69800,69290,4
     MAGELEC,290 Rue Ferdinand Perrier,69800,SAINT-PRIEST,35330472800093,0.9549655914306641,TECHNIPIPE,290 RUE FERDINAND PERRIER,SAINT-PRIEST,69800,69290,5
     SAINTE FOY IMMOBILIER,3 Place Charles de Gaulle,69130,ECULLY,34171297400037,0.999077558517456,STE FOY IMMOBILIER,3 PLACE CHARLES DE GAULLE,ECULLY,69130,69081,1
     SAINTE FOY IMMOBILIER,3 Place Charles de Gaulle,69130,ECULLY,91420227000015,0.9936674237251282,SIRET 91420227000015,3 PLACE CHARLES DE GAULLE,ECULLY,69130,69081,2
     SAINTE FOY IMMOBILIER,3 Place Charles de Gaulle,69130,ECULLY,82457039400018,0.9936674237251282,SIRET 82457039400018,3 PLACE CHARLES DE GAULLE,ECULLY,69130,69081,3
     SAINTE FOY IMMOBILIER,3 Place Charles de Gaulle,69130,ECULLY,79014587400018,0.9936674237251282,SIRET 79014587400018,3 PLACE CHARLES DE GAULLE,ECULLY,69130,69081,4
     SAINTE FOY IMMOBILIER,3 Place Charles de Gaulle,69130,ECULLY,51781047900017,0.9843103885650635,SOCIETE CIVILE IMMOBILIERE MASARYK EN ABREGE MASARYK,28 CHEMIN DU VALLOMBREY,ECULLY,69130,69081,5
 ALTOR,5 AVENUE LIONEL TERRAY,69330,MEYZIEU,81375883600031,0.9936674237251282,SIRET 81375883600031,5 AVENUE LIONEL TERRAY,MEYZIEU,69330,69282,1
 ALTOR,5 AVENUE LIONEL TERRAY,69330,MEYZIEU,92437886200388,0.9915832877159119,MC2A,5 AVENUE LIONEL TERRAY,MEYZIEU,69330,69282,2
 ALTOR,5 AVENUE LIONEL TERRAY,69330,MEYZIEU,87851118700014,0.9900354743003845,33 CB,5 AVENUE LIONEL TERRAY,MEYZIEU,69330,69282,3
 ALTOR,5 AVENUE LIONEL TERRAY,69330,MEYZIEU,45112860700061,0.9824704527854919,ALTIPLANO EXPLOITATION,5 AVENUE LIONEL TERRAY,MEYZIEU,69330,69282,4
 ALTOR,5 AVENUE LIONEL TERRAY,69330,MEYZIEU,44438629600065,0.9780942797660828,ALTIPLANO,5 AVENUE LIONEL TERRAY,MEYZIEU,69330,69282,5
 AXE INFORMATIQUE St Priest,71 Rue Jean Zay,69800,SAINT-PRIEST,35006600700054,0.998820960521698,AXE INFORMATIQUE,RUE JEAN ZAY,SAINT-PRIEST,69800,69290,1
 AXE INFORMATIQUE St Priest,71 Rue Jean Zay,69800,SAINT-PRIEST,99149819700011,0.984582781791687,AXE TRANSLOG,1 IMPASSE DU BACO,SAINT-PRIEST,69800,69290,2
 AXE INFORMATIQUE St Priest,71 Rue Jean Zay,69800,SAINT-PRIEST,52087162500064,0.9783377051353455,INOV COURTAGE,71 RUE JEAN ZAY,SAINT-PRIEST,69800,69290,3
 AXE INFORMATIQUE St Priest,71 Rue Jean Zay,69800,SAINT-PRIEST,80783067400022,0.9544373154640198,LARI,71 RUE JEAN ZAY,SAINT-PRIEST,69800,69290,4
 AXE INFORMATIQUE St Priest,71 Rue Jean Zay,69800,SAINT-PRIEST,82928681400019,0.9453839063644409,ZARZIS,71 RUE JEAN ZAY,SAINT-PRIEST,69800,69290,5
 BIMOE- 	The Network Control Group,78 Rue du Bourbonnais,69009,LYON,82200420600014,0.9994732737541199,BIMOE,78 RUE DU BOURBONNAIS,LYON,69009,69389,1
 BIMOE- 	The Network Control Group,78 Rue du Bourbonnais,69009,LYON,48475272000017,0.9936674237251282,SIRET 48475272000017,78 RUE DU BOURBONNAIS,LYON,69009,69389,2
 BIMOE- 	The Network Control Group,78 Rue du Bourbonnais,69009,LYON,81430562900010,0.9846013784408569,D2J,78 RUE DU BOURBONNAIS,LYON,69009,69389,3
 BIMOE- 	The Network Control Group,78 Rue du Bourbonnais,69009,LYON,49509353600011,0.9648311734199524,IMMO 9 VAISE,78 RUE DU BOURBONNAIS,LYON,69009,69389,4
 BIMOE- 	The Network Control Group,78 Rue du Bourbonnais,69009,LYON,82174452100021,0.9221537709236145,B2EBIKE,78 RUE DU BOURBONNAIS,LYON,69009,69389,5
 CARSODIS,2 Rue Jacquard,69120,VAULX-EN-VELIN,83100774500027,0.9997320771217346,CARREFOUR MARKET,2 RUE JACQUARD,VAULX-EN-VELIN,69120,69256,1
 CARSODIS,2 Rue Jacquard,69120,VAULX-EN-VELIN,88008184900015,0.9906913638114929,MK'FE,2 RUE JACQUARD,VAULX-EN-VELIN,69120,69256,2
 CARSODIS,2 Rue Jacquard,69120,VAULX-EN-VELIN,90271669500579,0.9818708896636963,LA CASA DE LAS CARCASAS,2 RUE JACQUARD,VAULX-EN-VELIN,69120,69256,3
 CARSODIS,2 Rue Jacquard,69120,VAULX-EN-VELIN,95184545200030,0.9572014212608337,DISTRIBUTION ALPES DA,2 RUE JACQUARD,VAULX-EN-VELIN,69120,69256,4
 CARSODIS,2 Rue Jacquard,69120,VAULX-EN-VELIN,40539551800526,0.9444456696510315,NIKE,2 RUE JACQUARD,VAULX-EN-VELIN,69120,69256,5
 FONDATION ECOLE LA MACHE - BATIMENT 2,73 Boulevard Jean XXIII,69008,LYON,50215377800019,0.9840342998504639,FONDATION LA MACHE,75 BD JEAN VINGT TROIS,LYON 8EME,69008,69388,1
 FONDATION ECOLE LA MACHE - BATIMENT 2,73 Boulevard Jean XXIII,69008,LYON,48028888500019,0.9622682332992554,ASS DU CENTRE DE FORMATION LA MACHE,75 BD JEAN VINGT TROIS,LYON 8EME,69008,69388,2
 FONDATION ECOLE LA MACHE - BATIMENT 2,73 Boulevard Jean XXIII,69008,LYON,50215377800027,0.9438046216964722,FONDATION LA MACHE,69 BD JEAN VINGT TROIS,LYON 8EME,69008,69388,3
 FONDATION ECOLE LA MACHE - BATIMENT 2,73 Boulevard Jean XXIII,69008,LYON,48243056800014,0.9189134240150452,AUTO ECOLE DE LA MANUFACTURE,24 COURS ALBERT THOMAS,LYON,69008,69388,4
 FONDATION ECOLE LA MACHE - BATIMENT 2,73 Boulevard Jean XXIII,69008,LYON,53189028300017,0.9178099632263184,ASSO PARENTS ELEVES ENSEIGNEMENT LIBRE ECOLE LA MACHE,75 BD JEAN VINGT TROIS,LYON 8EME,69008,69388,5
 GE FRUITS,69 Rue Marcel Mérieux,69960,CORBAS,82875878900022,0.9995742440223694,GE FRUITS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,1
 GE FRUITS,69 Rue Marcel Mérieux,69960,CORBAS,89124205900014,0.9985993504524231,GE FRUITS HOLDING,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,2
 GE FRUITS,69 Rue Marcel Mérieux,69960,CORBAS,48170771900029,0.9972410202026367,LUCEN FRUITS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,3
 GE FRUITS,69 Rue Marcel Mérieux,69960,CORBAS,51112302800017,0.9965544939041138,RHONE FRUITS,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,4
 GE FRUITS,69 Rue Marcel Mérieux,69960,CORBAS,50743546900022,0.9822179675102234,RHONE ALPES FRUITS ET LEGUMES,69 RUE MARCEL MERIEUX,CORBAS,69960,69273,5
 GERSICA,129 Chemin du Moulin Carron,69130,ECULLY,98445307600015,0.9996497631072998,GERSICA 2,129 CHEMIN DU MOULIN CARRON,ECULLY,69130,69081,1
 GERSICA,129 Chemin du Moulin Carron,69130,ECULLY,49507195300014,0.99321448802948,GERCO,129 CHEMIN DU MOULIN CARRON,ECULLY,69130,69081,2
 GERSICA,129 Chemin du Moulin Carron,69130,ECULLY,93074963500015,0.986842691898346,CJ3L,129 CHEMIN DU MOULIN CARRON,ECULLY,69130,69081,3
 GERSICA,129 Chemin du Moulin Carron,69130,ECULLY,93075091400010,0.983784556388855,CBLM,129 CHEMIN DU MOULIN CARRON,ECULLY,69130,69081,4
 GERSICA,129 Chemin du Moulin Carron,69130,ECULLY,38926105800017,0.9710744023323059,CERAS,129 CHEMIN DU MOULIN CARRON,ECULLY,69130,69081,5
 LYON MACHINE OUTILS,12 Rue Gustave Eiffel,69330,MEYZIEU,34194814900024,0.991943359375,L.M.O.,735 AVENUE HENRI SCHNEIDER,MEYZIEU,69330,69282,1
 LYON MACHINE OUTILS,12 Rue Gustave Eiffel,69330,MEYZIEU,42153702800027,0.9440879821777344,FMO,735 AVENUE HENRI SCHNEIDER,MEYZIEU,69330,69282,2
 LYON MACHINE OUTILS,12 Rue Gustave Eiffel,69330,MEYZIEU,97754837900014,0.8311742544174194,M.S.L,11 RUE DU COMMERCE,MEYZIEU,69330,69282,3
 LYON MACHINE OUTILS,12 Rue Gustave Eiffel,69330,MEYZIEU,92338303800018,0.7999514937400818,W.N.M,CHE DES HAYES,MEYZIEU,69330,69282,4
 LYON MACHINE OUTILS,12 Rue Gustave Eiffel,69330,MEYZIEU,95550915300040,0.7723284959793091,SANDVIK MINING AND CONSTRUCTION LYON,19 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY,MEYZIEU,69330,69282,5
 MS AUTO OULLINS,45 Avenue Jean Jaurès,69600,OULLINS,82782230500013,0.9985437393188477,PEUGEOT,45 AVENUE JEAN JAURES,OULLINS-PIERRE-BENITE,69600,69149,1
 MS AUTO OULLINS,45 Avenue Jean Jaurès,69600,OULLINS,83904635600011,0.9778889417648315,FAST AUTO PIERRE BENITE,27 BOULEVARD DE L'EUROPE (PIERRE BENITE),OULLINS-PIERRE-BENITE,69310,69149,2
 MS AUTO OULLINS,45 Avenue Jean Jaurès,69600,OULLINS,81849100300013,0.9598216414451599,AUTOMOBILES SAINT ANTOINE,11 RUE DU HUIT MAI 1945,OULLINS-PIERRE-BENITE,69310,69149,3
 MS AUTO OULLINS,45 Avenue Jean Jaurès,69600,OULLINS,51177018200018,0.9467805027961731,RC AUTO,20 RUE HENRI BARBUSSE (OULLINS),OULLINS-PIERRE-BENITE,69600,69149,4
 MS AUTO OULLINS,45 Avenue Jean Jaurès,69600,OULLINS,49436492000038,0.9294273853302002,HOME AUTOMATISMES,64 BOULEVARD EMILE ZOLA,OULLINS-PIERRE-BENITE,69600,69149,5
 NEPSEN,2 Allée de Lodz,69007,LYON,48806910500077,0.9997273087501526,NEPSEN,2 ALLEE DE LODZ,LYON,69007,69387,1
 NEPSEN,2 Allée de Lodz,69007,LYON,84327300400021,0.9304239153862,NECTAIRE,2 RUE SIMONE DE BEAUVOIR,LYON,69007,69387,2
 NEPSEN,2 Allée de Lodz,69007,LYON,41831337500010,0.6175870895385742,ASS SPORTIVE AGENCE DE L'EAU RH.MED.CORS,2 ALLEE DE LODZ,LYON,69007,69387,3
 NEPSEN,2 Allée de Lodz,69007,LYON,52143982800026,0.6086683869361877,UCAR,RUE DE GERLAND,LYON,69007,69387,4
 NEPSEN,2 Allée de Lodz,69007,LYON,84443989300018,0.5930306911468506,HOOPP,2 RUE DE BONALD,LYON,69007,69387,5
 RESEAU BESSON 69 LYON-DCforDATA, 1 Rue DES VERGERS,69760,LIMONEST,79757504000028,0.9936674237251282,SIRET 79757504000028,1 RUE DES VERGERS,LIMONEST,69760,69116,1
 RESEAU BESSON 69 LYON-DCforDATA, 1 Rue DES VERGERS,69760,LIMONEST,48821224200074,0.9936674237251282,SIRET 48821224200074,1 RUE DES VERGERS,LIMONEST,69760,69116,2
 RESEAU BESSON 69 LYON-DCforDATA, 1 Rue DES VERGERS,69760,LIMONEST,48895811700068,0.9936674237251282,SIRET 48895811700068,1 RUE DES VERGERS,LIMONEST,69760,69116,3
 RESEAU BESSON 69 LYON-DCforDATA, 1 Rue DES VERGERS,69760,LIMONEST,33777940900024,0.990919828414917,SOFIMAS,1 RUE DES VERGERS,LIMONEST,69760,69116,4
 RESEAU BESSON 69 LYON-DCforDATA, 1 Rue DES VERGERS,69760,LIMONEST,96150026100295,0.9877168536186218,COFRISET,1 RUE DES VERGERS,LIMONEST,69760,69116,5
 RESOTAINER40 - LYON 7EME,11 Rue DE BALE,69007,LYON 7,42538429400012,0.9819951057434082,ASS DEVELOPPEMENT ECONOMIQUE DU 7EME,14 AVENUE BERTHELOT,LYON,69007,69387,1
 RESOTAINER40 - LYON 7EME,11 Rue DE BALE,69007,LYON 7,89227739300187,0.9776236414909363,RESOTAINER,RUE DE BALE PORT E HERRIOT,LYON 7EME,69007,69387,2
 RESOTAINER40 - LYON 7EME,11 Rue DE BALE,69007,LYON 7,35017518800019,0.9750868678092957,SCM LYON 7EME INFIRMIERES,64 AVENUE JEAN JAURES,LYON,69007,69387,3
 RESOTAINER40 - LYON 7EME,11 Rue DE BALE,69007,LYON 7,42311359600013,0.9721159338951111,LYON 7EME INFIRMIERES 2,64 AVENUE JEAN JAURES,LYON,69007,69387,4
 RESOTAINER40 - LYON 7EME,11 Rue DE BALE,69007,LYON 7,91766373400015,0.9716711640357971,OFFICE DES SPORTS DU 7EME ARRONDISSEMENT DE LA VILLE DE LYON,16 PLACE JEAN MACE,LYON,69007,69387,5
 STS,158 BIS Avenue Roger Salengro,69120,VAULX-EN-VELIN,34217688000041,0.9998112320899963,STS,158 AVENUE ROGER SALENGRO,VAULX-EN-VELIN,69120,69256,1
 STS,158 BIS Avenue Roger Salengro,69120,VAULX-EN-VELIN,80519858700018,0.9816325902938843,SIRET 80519858700018,158 AVENUE ROGER SALENGRO,VAULX-EN-VELIN,69120,69256,2
 STS,158 BIS Avenue Roger Salengro,69120,VAULX-EN-VELIN,82172102400049,0.9608736038208008,LA RELEVE,158 AVENUE ROGER SALENGRO,VAULX-EN-VELIN,69120,69256,3
 STS,158 BIS Avenue Roger Salengro,69120,VAULX-EN-VELIN,21690256900013,0.599779486656189,MAIRIE,PL DE LA NATION,VAULX EN VELIN,69120,69256,4
 STS,158 BIS Avenue Roger Salengro,69120,VAULX-EN-VELIN,31835363800022,0.5311182737350464,UNION LOCALE CGT VAULX VELIN,AVENUE BATAILLON CARMAGNOLE LIBERTE,VAULX-EN-VELIN,69120,69256,5
 VILLEURBANNUM,103 Cours Emile Zola,69100,VILLEURBANNE,82164223800017,0.9997274279594421,CENTURY 21,103 COURS EMILE ZOLA,VILLEURBANNE,69100,69266,1
 VILLEURBANNUM,103 Cours Emile Zola,69100,VILLEURBANNE,82164223800033,0.9981972575187683,CENTURY 21,269 COURS EMILE ZOLA,VILLEURBANNE,69100,69266,2
 VILLEURBANNUM,103 Cours Emile Zola,69100,VILLEURBANNE,90035454900025,0.9936674237251282,SIRET 90035454900025,103 COURS EMILE ZOLA,VILLEURBANNE,69100,69266,3
 VILLEURBANNUM,103 Cours Emile Zola,69100,VILLEURBANNE,93852478200019,0.9936674237251282,SIRET 93852478200019,103 COURS EMILE ZOLA,VILLEURBANNE,69100,69266,4
 VILLEURBANNUM,103 Cours Emile Zola,69100,VILLEURBANNE,84971420900012,0.9936674237251282,SIRET 84971420900012,103 COURS EMILE ZOLA,VILLEURBANNE,69100,69266,5
01-BOUQUET  ADAPEI69,2 RUE LOUIS BOUQUET,69009,LYON 9EME ARRONDISSEMENT,91248218900020,0.9915562868118286,SIRET 91248218900020,2 RUE LOUIS BOUQUET,LYON,69009,69389,1
01-BOUQUET  ADAPEI69,2 RUE LOUIS BOUQUET,69009,LYON 9EME ARRONDISSEMENT,50863159500016,0.9915562868118286,SIRET 50863159500016,2 RUE LOUIS BOUQUET,LYON,69009,69389,2
01-BOUQUET  ADAPEI69,2 RUE LOUIS BOUQUET,69009,LYON 9EME ARRONDISSEMENT,04009916000018,0.9869365096092224,BOUQUET II,2 RUE LOUIS BOUQUET,LYON,69009,69389,3
01-BOUQUET  ADAPEI69,2 RUE LOUIS BOUQUET,69009,LYON 9EME ARRONDISSEMENT,77564828000029,0.9865847826004028,ADAPEI LE BOUQUET,2 RUE LOUIS BOUQUET,LYON,69009,69389,4
01-BOUQUET  ADAPEI69,2 RUE LOUIS BOUQUET,69009,LYON 9EME ARRONDISSEMENT,77564828000805,0.9725278615951538,SESSAD LE BOUQUET,2 RUE LOUIS BOUQUET,LYON,69009,69389,5
02-LES PRIMEVERES IME ADAPEI69,118 ROUTE DE RUMEYÈRE,69390,CHARLY,77564828000045,0.9942358136177063,ADAPEI LES PRIMEVERES,118 ROUTE DE RUMEYERE,CHARLY,69390,69046,1
02-LES PRIMEVERES IME ADAPEI69,118 ROUTE DE RUMEYÈRE,69390,CHARLY,42232723900022,0.958488404750824,LES AMATEURS DE MATHIS,389 CHEMIN DE LA CROIX DES RAMEAUX,CHARLY,69390,69046,2
02-LES PRIMEVERES IME ADAPEI69,118 ROUTE DE RUMEYÈRE,69390,CHARLY,21690046400019,0.9164081811904907,MAIRIE,86 PLACE DE LA MAIRIE,CHARLY,69390,69046,3
02-LES PRIMEVERES IME ADAPEI69,118 ROUTE DE RUMEYÈRE,69390,CHARLY,87894163200019,0.5732773542404175,SIRET 87894163200019,182 ROUTE DE RUMEYERE,CHARLY,69390,69046,4
02-LES PRIMEVERES IME ADAPEI69,118 ROUTE DE RUMEYÈRE,69390,CHARLY,32754284100017,0.43218153715133667,ASS SYND LOT LES BOULEAUX,596 ROUTE DE FRONTIGNY,CHARLY,69390,69046,5
03-ESPERELLE  ADAPEI69,82 RUE COSTE,69300,CALUIRE ET CUIRE,77564828000789,0.9886748194694519,L'ESPERELLE,82 RUE COSTE,CALUIRE-ET-CUIRE,69300,69034,1
03-ESPERELLE  ADAPEI69,82 RUE COSTE,69300,CALUIRE ET CUIRE,32391900100061,0.705350399017334,SIRET 32391900100061,89 RUE COSTE,CALUIRE-ET-CUIRE,69300,69034,2
03-ESPERELLE  ADAPEI69,82 RUE COSTE,69300,CALUIRE ET CUIRE,51240311400030,0.705350399017334,SIRET 51240311400030,88 RUE COSTE,CALUIRE-ET-CUIRE,69300,69034,3
03-ESPERELLE  ADAPEI69,82 RUE COSTE,69300,CALUIRE ET CUIRE,98003175100046,0.700915515422821,SIRET 98003175100046,81 RUE COSTE,CALUIRE-ET-CUIRE,69300,69034,4
03-ESPERELLE  ADAPEI69,82 RUE COSTE,69300,CALUIRE ET CUIRE,42471644700026,0.700915515422821,SIRET 42471644700026,81 RUE COSTE,CALUIRE-ET-CUIRE,69300,69034,5
05-OISEAU BLANC adapei69,50 RUE NUNGESSER,69150,DECINES CHARPIEU,77564828000037,0.9948561191558838,ADAPEI L OISEAU BLANC,50 RUE NUNGESSER,DECINES-CHARPIEU,69150,69275,1
05-OISEAU BLANC adapei69,50 RUE NUNGESSER,69150,DECINES CHARPIEU,91812179900012,0.6245798468589783,CHAMP BLANC,21 RUE PAUL ET MARC BARBEZAT,DECINES-CHARPIEU,69150,69275,2
05-OISEAU BLANC adapei69,50 RUE NUNGESSER,69150,DECINES CHARPIEU,42954939700017,0.5728917121887207,ASSOCIATION CROIX BLANCHE,PLACE ROGER SALENGRO,DECINES-CHARPIEU,69150,69275,3
05-OISEAU BLANC adapei69,50 RUE NUNGESSER,69150,DECINES CHARPIEU,53478296600020,0.5425183773040771,SIRET 53478296600020,24 RUE NUNGESSER,DECINES-CHARPIEU,69150,69275,4
05-OISEAU BLANC adapei69,50 RUE NUNGESSER,69150,DECINES CHARPIEU,79497016000014,0.5077618360519409,BLANC SR,52 RUE RASPAIL,DECINES-CHARPIEU,69150,69275,5
09-ETAPE  ADAPEI69,35 AVENUE JEAN JAURÈS,69200,VENISSIEUX,77564828000441,0.9965459704399109,ADAPEI 69,35 AVENUE JEAN JAURES,VENISSIEUX,69200,69259,1
09-ETAPE  ADAPEI69,35 AVENUE JEAN JAURÈS,69200,VENISSIEUX,77564828000920,0.9538742899894714,FV L'ETAPE,AVENUE JEAN JAURES,VENISSIEUX,69200,69259,2
09-ETAPE  ADAPEI69,35 AVENUE JEAN JAURÈS,69200,VENISSIEUX,99138387800014,0.8639882802963257,ECHAPPEMENT VENISSIEUX,119 AVENUE FRANCIS DE PRESSENSE,VENISSIEUX,69200,69259,3
09-ETAPE  ADAPEI69,35 AVENUE JEAN JAURÈS,69200,VENISSIEUX,79085301400047,0.6911512017250061,SIRET 79085301400047,47 AVENUE JEAN JAURES,VENISSIEUX,69200,69259,4
09-ETAPE  ADAPEI69,35 AVENUE JEAN JAURÈS,69200,VENISSIEUX,53355597500028,0.6911512017250061,SIRET 53355597500028,47 AVENUE JEAN JAURES,VENISSIEUX,69200,69259,5
10-GRAND  LARGE ADAPEI69, 216 Rue Marino Simonetti,69150,DECINES CHARPIEU,77564828000300,0.9931735396385193,FOYER LE GRAND LARGE,216 RUE MARINO SIMONETTI,DECINES-CHARPIEU,69150,69275,1
10-GRAND  LARGE ADAPEI69, 216 Rue Marino Simonetti,69150,DECINES CHARPIEU,88915823400019,0.9793810248374939,IMMERSION GRAND LARGE,44 RUE DE LA REPUBLIQUE,DECINES-CHARPIEU,69150,69275,2
10-GRAND  LARGE ADAPEI69, 216 Rue Marino Simonetti,69150,DECINES CHARPIEU,94962465400016,0.9612780213356018,DECINES GRAND LARGE IMMOBILIER,14 RUE DE LA FRATERNITE,DECINES-CHARPIEU,69150,69275,3
10-GRAND  LARGE ADAPEI69, 216 Rue Marino Simonetti,69150,DECINES CHARPIEU,38438227100011,0.9442710876464844,CENTRE CONTROLE ET SECURITE GRAND LARGE,24 RUE BALZAC,DECINES CHARPIEU,69150,69275,4
10-GRAND  LARGE ADAPEI69, 216 Rue Marino Simonetti,69150,DECINES CHARPIEU,39112579602911,0.932971715927124,RESTALLIANCE,216 RUE MARINO SIMONETTI,DECINES-CHARPIEU,69150,69275,5
11-LEON FONTAINE ADAPEI,13 ALLÉE DU TEXTILE,69120,VAULX EN VELIN,32738850000040,0.9968264102935791,C.S.E ADAPEI69,13 ALLEE DU TEXTILE,VAULX-EN-VELIN,69120,69256,1
11-LEON FONTAINE ADAPEI,13 ALLÉE DU TEXTILE,69120,VAULX EN VELIN,77564828000243,0.9943127632141113,CAT LEON FONTAINE,13 ALLEE DU TEXTILE,VAULX-EN-VELIN,69120,69256,2
11-LEON FONTAINE ADAPEI,13 ALLÉE DU TEXTILE,69120,VAULX EN VELIN,77564828000771,0.9878639578819275,ARTIBOIS,74 AVENUE DU 8 MAI 1945,VAULX-EN-VELIN,69120,69256,3
11-LEON FONTAINE ADAPEI,13 ALLÉE DU TEXTILE,69120,VAULX EN VELIN,99356866600016,0.89283686876297,LEON FACADE,2 CHEMIN DU TABAGNON,VAULX-EN-VELIN,69120,69256,4
11-LEON FONTAINE ADAPEI,13 ALLÉE DU TEXTILE,69120,VAULX EN VELIN,34307763200010,0.532712996006012,55 AV GARIBALDI VAULX EN VELIN,55 AVENUE GARIBALDI,VAULX-EN-VELIN,69120,69256,5
12-PIERRE DE LUNE ADAPEI69,2 RUE CALMETTE,69800,ST PRIEST,77564828000698,0.9947157502174377,PIERRE DE LUNE,2 17EME RUE CITE BERLIET,SAINT-PRIEST,69800,69290,1
12-PIERRE DE LUNE ADAPEI69,2 RUE CALMETTE,69800,ST PRIEST,91393172100017,0.9915562868118286,SIRET 91393172100017,2 RUE CALMETTE,SAINT-PRIEST,69800,69290,2
12-PIERRE DE LUNE ADAPEI69,2 RUE CALMETTE,69800,ST PRIEST,98165984000012,0.8050634264945984,ARLESEC,2 RUE BERNARD PALISSY,SAINT-PRIEST,69800,69290,3
12-PIERRE DE LUNE ADAPEI69,2 RUE CALMETTE,69800,ST PRIEST,92115934900015,0.7281807661056519,SIRET 92115934900015,12 RUE COLETTE,SAINT-PRIEST,69800,69290,4
12-PIERRE DE LUNE ADAPEI69,2 RUE CALMETTE,69800,ST PRIEST,84335925800020,0.7281807661056519,SIRET 84335925800020,12 RUE COLETTE,SAINT-PRIEST,69800,69290,5
14-CORNE A VENT ADAPEI69,77 RUE DU PROFESSEUR ROUX,69200,VENISSIEUX,77564828000334,0.9882978796958923,CENTRE DE JOUR SPECIALISE CORNE A VENT,77 RUE DU PROFESSEUR ROUX,VENISSIEUX,69200,69259,1
14-CORNE A VENT ADAPEI69,77 RUE DU PROFESSEUR ROUX,69200,VENISSIEUX,77564828000946,0.9767699837684631,EAM ROSA BONHEUR,77 RUE DU PROFESSEUR ROUX,VENISSIEUX,69200,69259,2
14-CORNE A VENT ADAPEI69,77 RUE DU PROFESSEUR ROUX,69200,VENISSIEUX,77564828000441,0.9668375849723816,ADAPEI 69,35 AVENUE JEAN JAURES,VENISSIEUX,69200,69259,3
14-CORNE A VENT ADAPEI69,77 RUE DU PROFESSEUR ROUX,69200,VENISSIEUX,92777649200013,0.9545367956161499,LES AVENTURIERS DE COBLOD,30 RUE FELIX BRUN,VENISSIEUX,69200,69259,4
14-CORNE A VENT ADAPEI69,77 RUE DU PROFESSEUR ROUX,69200,VENISSIEUX,32692314100013,0.9136028289794922,ASS GEST CENT SOC MOUL A VENT,47 RUE DU PROFESSEUR ROUX,VENISSIEUX,69200,69259,5
16-COURBAISSE ADAPEI69,8BIS RUE JEAN SARRAZIN,69008,LYON 8EME ARRONDISSEMENT,77564828000839,0.9968530535697937,FH SANTY,8 RUE JEAN SARRAZIN,LYON,69008,69388,1
16-COURBAISSE ADAPEI69,8BIS RUE JEAN SARRAZIN,69008,LYON 8EME ARRONDISSEMENT,77564828000888,0.9966245889663696,FV SANTY,8 RUE JEAN SARRAZIN,LYON,69008,69388,2
16-COURBAISSE ADAPEI69,8BIS RUE JEAN SARRAZIN,69008,LYON 8EME ARRONDISSEMENT,77564828000862,0.9966245889663696,DC SANTY,8 RUE JEAN SARRAZIN,LYON,69008,69388,3
16-COURBAISSE ADAPEI69,8BIS RUE JEAN SARRAZIN,69008,LYON 8EME ARRONDISSEMENT,77564828000474,0.9887387752532959,ATELIER PROTEGE PAPYRUS,8 RUE JEAN SARRAZIN,LYON,69008,69388,4
16-COURBAISSE ADAPEI69,8BIS RUE JEAN SARRAZIN,69008,LYON 8EME ARRONDISSEMENT,77564828000466,0.9836459159851074,CAT LA COURBAISSE,8 RUE JEAN SARRAZIN,LYON,69008,69388,5
