crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type
PRENAT ET BALANCY NANCY;54000;54395;AC018475;NANCY;30629034700021;15 Rue de la Ravinelle;NANCY;54395;54000;A;insee
SOLEMO;54320;54357;AC018756;Maxéville;41153821800032;37 Rue Albert EINSTEIN;Maxéville;54357;54320;A;insee
SARL MEDICAL MOVE CENTER;54320;54357;AC018760;Maxéville;84068762800015;19 Rue Blaise Pascal;Maxéville;54357;54320;A;insee
Atelier du Rempart;54320;54357;AC018836;Maxéville;50173715900035;132 Rue André Bisiaux;Maxéville;54357;54320;A;insee
LIBERTY HOME;54000;54395;AC019002;NANCY;39009523000020;9 Place des Vosges;NANCY;54395;54000;F;insee
LYCEE PROFESSIONNEL PAUL LOUIS CYFFLÉ;54000;54395;FR038932;NANCY;19540082500012;1 Rue Cyfflé;NANCY;54395;54000;A;insee
TERANIS LORRAINE TELECOM;54320;54357;FR039962;Maxéville;75362094700048;6 RUE BLAISE PASCAL;Maxéville;54357;54320;A;insee
IT PARTNER;54500;54547;FR042164;Vandœuvre-lès-Nancy;40000865200051;4 RUE JACQUARD;Vandœuvre-lès-Nancy;54547;54500;F;insee
ALMAT;54320;54357;;Maxéville;75086953900049;7 rue Paul Langevin;Maxéville;54357;54320;A;insee
 Boulangerie Ange - Maxeville - SAS Ridore;54320;54357;;Maxéville;85243107100020;Rue du Madon;Maxéville;54357;54320;A;insee
URSAFF;54600;54578;FO005908;VILLERS LES NANCY;78334529100034;230 rue andré Malraux;VILLERS LES NANCY;54578;54600;F;insee
LIAISON IREKS;54320;54357;FO005909;MAXEVILLE;34756278700023;Rue Jean Jaurès;MAXEVILLE;54357;54320;A;insee
PARCOURS LAXOU;54520;54304;FO005934;LAXOU;39939948400308;7 Rue du Mouzon;LAXOU;54304;54520;F;insee
VORWERK - VFR49&VFR90;54180;54257;AC006970;HEILLECOURT;62202877702602;2 Allée des Tilleuls - KS & TM NANCY;HEILLECOURT;54257;54180;A;insee
EVASION;54000;54395;AC018474;NANCY;51128976100047;34 Rue Saint-Nicolas;NANCY;54395;54000;A;insee
ANGLE DROIT NANCY - COMMERCY;54000;54395;FR036154;NANCY;78334097900039;10 Rue Saint-Dizier;NANCY;54395;54000;A;insee
QUALIOS;54500;54547;FR040190;Vandœuvre-lès-Nancy;45195331900030;4 RUE DU BOIS DE LA CHAMPELLE;Vandœuvre-lès-Nancy;54547;54500;A;insee
MAVI IMMOBILIER;54000;54395;AC016133;NANCY;43243352200021;11 Rue du Faubourg des Trois-Maisons;NANCY;54395;54000;A;insee
OTV NANCY;54500;54547;FR032039;VANDOEUVRE LES NANCY;43399847300709;30 rue du 8ème Régiment d’Artillerie;VANDOEUVRE LES NANCY;54547;54500;A;insee
RECIPROCITE;nan;54395;AC001639;NANCY;42934654700079;87 rue de Chaligny;NANCY;54395;54000;A;insee
MAISON DE LA LITERIE;54270;54184;AC002311;ESSEY LES NANCY;43493160600025;22 Rue des Tarbes;ESSEY LES NANCY;54184;54270;A;insee
SAS KAADFEM Cuisine Plus Nancy;54270;54184;AC002685;ESSEY LES NANCY;75156941900011;5 Rue Catherine Sauvage;ESSEY LES NANCY;54184;54270;A;insee
INSTITUT DE FORMATION EN ERGOTHERAPHIE;54000;54395;AC005824;NANCY;78334221500028;4 RUE DES SABLES;NANCY;54395;54000;A;insee
Ordre des Medecins Conseil Départemental 54;54600;54578;AC009424;VILLERS LES NANCY;78333484000023;4 All de Saint Cloud;VILLERS LES NANCY;54578;54600;A;insee
CONSEIL REGIONAL MEDECINS EST;54000;54395;AC011267;NANCY;84886775000012;131 Rue Nicolas Appert;NANCY;54395;54100;A;insee
RESEAU GERARD CUNY;54000;54395;AC012520;NANCY;48002511300022;22 Rue Francois de Neufchateau;NANCY;54395;54000;F;insee
SCS (MAXEVILLE);54320;54357;AC016405;MAXEVILLE;74985177000083;157 RUE HAROUN TAZIEFF;MAXEVILLE;54357;54320;A;insee
AMITIES TSIGANES;54100;54395;AC018550;NANCY;32928731200055;1610 Avenue Raymond Pinchard;NANCY;54395;54100;A;insee
LUSTRAL - FLEVILLE DEVANT NANCY;54710;54197;AC019674;Fléville-devant-Nancy;30967441400144;90 Rue Edouard Michelin;Fléville-devant-Nancy;54197;54710;A;insee
AFCA;54710;54197;;Fléville-devant-Nancy;30517704000030;656 RUE GUSTAVE EIFFEL;Fléville-devant-Nancy;54197;54710;A;insee
EDF ENR NANCY;54425;54439;AC012674;PULNOY;43316090000497;4 Rue d’Artois;PULNOY;54439;54425;F;insee
IMMOBILIERE DE LA RAVINELLE;54000;54395;FR027387;NANCY;31762814700058;33 Rue Stanislas;NANCY;54395;54000;F;insee
IMMOBILIERE DE LA RANIVELLE;54000;54395;FR034803;NANCY;31762814700066;4 Rue des Carmes;NANCY;54395;54000;F;insee
GREGOIRE ET ASSOCIES;54000;54395;FR036618;NANCY;31226198500047;9 Rue Grand Rabbin Haguenauer;NANCY;54395;54000;F;insee
Sodiaal;54710;54328;FR026823;LUDRES;35157288800417;283 Imp Clement Ader;LUDRES;54328;54710;A;insee
JOEL LEFEVRE LORRAINE;54710;54328;FR031212;LUDRES;53014912900021;315 Rue Pierre Gilles de Gennes;LUDRES;54328;54710;A;insee
UPS;54710;54197;FR040530;Fléville-devant-Nancy;33417522100491;250 Rue du Champ Moyen;Fléville-devant-Nancy;54197;54710;A;insee
LA GIRANDIÈRE NANCY LAXOU;54520;54304;FR028243;LAXOU;89345468600013;403 Avenue de Boufflers;LAXOU;54304;54520;A;insee
LA GIRANDIÈRE LES PLAISANCES NANCY LOBAU;54000;54395;FR037482;NANCY;79748872300835;45ter Boulevard Lobau;NANCY;54395;54000;A;insee
     M T 2;54100;54395;AC005773;NANCY;51522000200015;37 Rue Julie Victoire Daubie;NANCY;54395;54100;A;insee
HDB STORE - Bureau Vallée;54270;54184;AC006530;ESSEY LES NANCY;85185043800017;7 Allée du Midi;ESSEY LES NANCY;54184;54270;A;insee
Dr George Olivier;54140;54274;AC007671;JARVILLE LA MALGRANGE;44201712500034;93 Rue Marechal Ney;JARVILLE LA MALGRANGE;54274;54140;A;insee
ABUS LEVAGE;54710;54328;AC008767;FLEVILLE DEVANT NANCY;33453249600109;1157 rue Gustave EIFFEL;FLEVILLE DEVANT NANCY;54328;54710;A;cp_only
SELARL ODONTAS;54000;54395;AC008934;NANCY;49101968300011;6 Avenue du Général Leclerc;NANCY;54395;54000;A;insee
Literie BATTISTINI;54270;54184;AC009404;ESSEY LES NANCY;32526757300112;1 Rue des Tarbes;ESSEY LES NANCY;54184;54270;F;insee
Literie BATTISTINI;54710;54197;AC009405;FLEVILLE DEVANT NANCY;32526757300153;20 Rue Antoine de St Exupery;FLEVILLE DEVANT NANCY;54197;54710;F;insee
WAF SARL;54320;54357;FR011420;MAXEVILLE;44113550600018;Rue Jean Jaures;MAXEVILLE;54357;54320;A;insee
ASSOCIATION ALAIN;54270;54184;FR011059;ESSEY LES NANCY;44086875000025;1 rue de la Pallée;ESSEY LES NANCY;54184;0[ND];A;insee
AC2M 54;54710;54197;FR011425;FLEVILLE DEVANT NANCY;40905295800025;140 rue Edouard Michelin;FLEVILLE DEVANT NANCY;54197;54710;A;insee
GESCALL;nan;54578;FR011293;VILLERS LES NANCY;44809544800024;1 Allée d'Enghien;VILLERS LES NANCY;54578;54600;A;insee
OGEC ENSEMBLE SCOLAIRE ST LEON IX;54000;54395;FR011398;NANCY;78333329700050;32 avenue Foch;NANCY;54395;54000;A;insee
PRESTINI PARTICIPATIONS;54420;54495;FR011404;SAULXURES LES NANCY;45136567000038;ZAC DE LA SOLERE;SAULXURES LES NANCY;54495;54420;A;insee
FOYER SAINT-CHARLES;54000;54395;AC002952;NANCY;80385008000018;58 rue des 4 églises;NANCY;54395;54000;A;insee
FOYER SAINT-MARIE;54000;54395;AC002830;NANCY;78332742200029;58 rue des 4 églises;NANCY;54395;54000;A;insee
PROLUM LORRAINE;54710;54197;AC002929;LUDRES;51848682400023;176 Rue Pascal;LUDRES;54197;54710;F;cp_only
EHPAD SAINTE THERESE;54710;54328;AC003770;LUDRES;78330370400010;50 Rue de la Gare;LUDRES;54328;54710;F;insee
SBI Bâtiment;54710;54328;AC005747;FLEVILLE DEVANT NANCY;43129040200012;1207 Rue Gustave Eiffel;FLEVILLE DEVANT NANCY;54328;54710;F;cp_only
SDEL LUMIERE;54000;54395;AC006531;NANCY;47889048600044;21 RUE MARCEL BROT;NANCY;54395;54000;A;insee
CUISINELLA EDN HABITAT;54270;54184;AC009700;Essey-lès-Nancy;88185428500015;6 rue catherine sauvage;Essey-lès-Nancy;54184;54270;A;insee
ROUSSELOT MANUTENTION;54710;54328;FR024932;LUDRES;48166795400012;Ludres;LUDRES;54328;54710;F;insee
GENERAL ELECTRIC;54710;54328;FR031078;LUDRES;42489769200069;418 Rue Denis Papin;LUDRES;54328;54710;A;insee
MAISON DE L'EMPLOI DU GRAND NANCY;54000;54395;FR010995;NANCY;48469195100020;88 avenue du XX° CORPS;NANCY;54395;54000;A;insee
CUBE DIGITALMEDIA;54320;54357;FR010999;MAXEVILLE;44413985100059;31 RUE ALBERT EINSTEIN;MAXEVILLE;54357;54320;A;insee
COUVRETANCHE SAS;54280;54498;FR011408;SEICHAMPS;34797605200055;2 bis rue des tilles;SEICHAMPS;54498;54280;A;insee
CHERRIER HEILLECOURT;54180;54257;AC001806;HEILLECOURT;76280125600046;2 ALL DES TILLEULS;HEILLECOURT;54257;54180;A;insee
ALLIANCES;54500;54547;AC002160;VANDOEUVRE LES NANCY;79011441700013;22 Allée de la Forêt de la Reine;VANDOEUVRE LES NANCY;54547;54500;A;insee
ABR DENTAL;54320;54357;AC002716;MAXEVILLE;51284661900017;2 RUE JEAN JAURES;MAXEVILLE;54357;54320;A;insee
SOLUDOC;54500;54547;AC005886;VANDOEUVRE LES NANCY;45265194600025;3 Allée de Chantilly;VANDOEUVRE LES NANCY;54547;54500;A;insee
DEFI INFORMATIQUE;54320;54357;AC005946;MAXEVILLE;38923050900041;2 rue de l'Euron;MAXEVILLE;54357;54320;A;insee
ENDUIEST;54420;54439;FO006718;PULNOY;34510605800034;12 Allée Bonneton / ZAC de Pulnoy;PULNOY;54439;54425;A;insee
NOTAIRES KOEHL;54270;54184;AC013260;ESSEY LES NANCY;83435852500014;9 Allée du Midi;ESSEY LES NANCY;54184;54270;A;insee
EDEN PARK - NANCY;54000;54395;FR029872;NANCY;34879032000025;53 RUE DES DOMINICAINS;NANCY;54395;54000;A;insee
IMARA Saint Julien en Genevois;74160;74243;FR012484;SAINT JULIEN EN GENEVOIS;44275189700061;28, Avenue de Genève;SAINT JULIEN EN GENEVOIS;74243;74160;A;insee
CPME;74960;74010;AC002919;ANNECY;38844577700062;4 Route de Nanfray (Cran-Gevrier);ANNECY;74010;74000;F;insee
OBILOG;74960;74010;AC003974;ANNECY;45266013700012;15 Route de Nanfray (Cran-Gevrier);ANNECY;74010;74000;A;insee
QUASAR SOLUTIONS;74960;74010;AC003900;ANNECY;32650642500049;15 Route de Nanfray (Cran-Gevrier);ANNECY;74010;74000;A;insee
Clinique des Grandes Alpes;74300;74081;FR019714;CLUSES;21740081100014;35 boulevard du Chevran;CLUSES;74081;74300;A;insee
Optique du Genevois;74160;74243;AC007071;SAINT JULIEN EN GENEVOIS;79728080700018;16 grande rue;SAINT JULIEN EN GENEVOIS;74243;74160;A;insee
CHARPENTES;74320;74267;AC007309;SEVRIER;40985541800029;115 Impasse des Pontets;SEVRIER;74267;74320;A;insee
INTERIEUR LITTOZ;74370;74019;AC007678;ARGONAY;30613778700041;43 Route de l'Aiglière;ARGONAY;74019;74370;A;insee
FONDATION VSHA;74600;74010;AC009605;ANNECY;38981720600029;83 R du Val Vert;ANNECY;74010;74000;A;insee
SEAGULL 2;74160;74016;AC009659;ARCHAMPS;35322917200047;72 R Georges de Mestral;ARCHAMPS;74016;74160;F;insee
ACTIONS ET RESSOURCES POUR L'INSERTION SOCIALE;74600;74010;AC009718;ANNECY;45059705900044;18 R du Val Vert;ANNECY;74010;74000;A;insee
Centre d'imagerie Nucléaire d'Annecy;74330;74112;AC010323;EPAGNY;35189397900028;Le Périclès - Montée A Allée de la Mandallaz;EPAGNY;74112;74330;A;insee
Optique du Genevois;74160;74082;AC010431;Collonges-sous-Salève;79728080700034;398 Rte de Geneve;Collonges-sous-Salève;74082;74160;A;insee
ELTIS;74600;74010;AC010589;ANNECY;41501978500039;33 Rte de Frangy;ANNECY;74010;74000;A;insee
CHIRURGIENS ORTHOPEDISTES SCM;74000;74010;AC012944;ANNECY;32738670200010;4 Che de la Tour la Reine;ANNECY;74010;74000;A;insee
MAIRIE DE SEVRIER;74320;74267;AC013482;SEVRIER;21740267600019;2000 Rte d’Albertville;SEVRIER;74267;74320;A;insee
PERY CHARLES ET CIE;74950;74264;AC015896;SCIONZIER;60542027200011;360 Avenue du Stade;SCIONZIER;74264;74950;A;insee
BATTERIES CENTER;74000;74010;AC016328;ANNECY;41237690700074;5bis Route de Vovray;ANNECY;74010;74000;A;insee
FOLIATEAM RHONE ALPES;74600;74010;AC016656;ANNECY;32459266600071;20 Route de Nanfray;ANNECY;74010;74000;F;insee
MAISON DE FAMILLE DU GENEVOIS;74160;74082;FR034560;Collonges-sous-Salève;49350100100025;200 ROUTE DE ROZON;Collonges-sous-Salève;74082;74160;A;insee
ASTORIA FINANCE ANNECY;74000;74010;FR040218;ANNECY;44427567100238;7 Avenue d'Aléry;ANNECY;74010;74000;F;insee
RD PARTICIPATIONS;74330;74213;FR012465;POISY;48966133000014;Parc du Calvi, 55 rue de l'Espace 55;POISY;74213;74330;A;insee
FLA ANTHY;74200;74013;AC004474;ANTHY SUR LEMAN;41852145600024;ZAC MARCLOZ 2;ANTHY SUR LEMAN;74013;74200;A;insee
CURIOZ LOISIRS;74330;74026;FR017894;BALME DE SILLINGY;43802928200011;228 Route de Paris;BALME DE SILLINGY;74026;74330;A;insee
UGM ENTIS Mutuelles de l'Etre rue du Jourdil;74000;74010;FR017341;ANNECY;50525922600015;39 rue du Jourdil;ANNECY;74010;74000;A;insee
IREIS;74000;74010;AC008569;ANNECY;39269401400086;1 Bis Boulevard Du Fier;ANNECY;74010;74000;A;insee
FERALP;74230;74102;FR024534;DINGY ST CLAIR;80403017900019;1253 Rte du Fier;DINGY ST CLAIR;74102;74230;A;insee
EDEN HOME;74370;74282;AC011364;ST MARTIN BELLEVUE;50517475500031;1 Impasse de la Touffière;ST MARTIN BELLEVUE;74282;74370;A;cp_only
EVMP;74250;74311;AC012137;VIUZ-EN-SALLAZ;40319190100038;208 R de l’Industrie;VIUZ-EN-SALLAZ;74311;74250;A;insee
TECHNIDALLE;74890;74043;AC012805;Bons-en-Chablais;43045201100025;156 R de Cornillat;Bons-en-Chablais;74043;74890;A;insee
ALPES LEMAN ROBOTIQUE;74540;74233;AC013339;ST FELIX;50992573100036;447 RUE DU MONT BLANC;ST FELIX;74233;74540;A;insee
MAIRIE DE THYEZ;74300;74278;AC013279;THYEZ;21740278300013;320 R des Sorbiers;THYEZ;74278;74300;A;insee
MUGNIER ELEC;74890;74043;AC015423;Bons-en-Chablais;42110473800016;157 Rue des Prés Vignan;Bons-en-Chablais;74043;74890;F;insee
COMMUNE D EVIAN LES BAINS (MAIRIE);74500;74119;FR028277;EVIAN LES BAINS;21740119900013;2 rue de la Source de Clermont;EVIAN LES BAINS;74119;74500;A;insee
VIOLLET INDUSTRIE;74540;74002;AC016523;Alby-sur-Chéran;32612004500033;176 Rue des Prés Chardon;Alby-sur-Chéran;74002;74540;A;insee
Chambre Interdépartementale d’Agriculture de Savoie Mont-Blanc;74000;74010;FR031407;ANNECY;13001692600011;52 AVENUE DES ILES;ANNECY;74010;74000;A;insee
DAV;74100;74298;FR039306;ANNEMASSE;65202537000030;21 Rue Jules Verne;ANNEMASSE;74298;74100;A;cp_only
Eurofins LABO d'analyses médicales;74150;74225;AC019363;RUMILLY;38491789400261;18 Avenue des Alpes;RUMILLY;74225;74150;A;insee
ECOLE SUPERIEURE D ART;74000;74010;FR041997;ANNECY;20002851200016;50 Rue des Marquisats;ANNECY;74010;74000;A;insee
COMMUNE DE MAGLAND;74300;74159;;Magland;21740159500012;1021 Rue Nationale;Magland;74159;74300;A;insee
CAUE Haute Savoie;74000;74010;AC009606;ANNECY;31882565000043;7 Esplanade Paul Grimault;ANNECY;74010;74000;A;insee
TECHFORM CHAVANOD;74650;74067;FR028107;CHAVANOD;43307085100038;39 Rue Adrastée;CHAVANOD;74067;74650;A;insee
St Maclou ANNEMASSE;74100;74012;FR015982;ANNEMASSE;47050094302247;2 A RUE DES ESSERTS;ANNEMASSE;74012;74100;A;insee
SAINT MACLOU Epagny;74330;74112;FR029243;LA BALME DE SILLINGY;47050094302007;30 Rue de la Bottière, le Grand Epagny;LA BALME DE SILLINGY;74112;74330;A;cp_only
ANTHALIS COMMUNICATION 360;74500;74249;AC005812;Saint Paul en Chablais;75254893300023;260 Route de la Creto;Saint Paul en Chablais;74249;74500;A;insee
PYXIS SAS;74230;74280;AC015944;THONES;81837509900012;3 Rue des Pares;THONES;74280;74230;A;insee
COLLEGE DEMOTZ LA SALLE;74150;74225;FR012450;RUMILLY;77660869700053;2 rue du collège;RUMILLY;74225;74150;A;insee
SYND INTERCOM GROUPE SCOLAIRE BEAUPRE;74160;74031;FR016033;BEAUMONT;25740180200026;135 rue beaupre;BEAUMONT;74031;74160;A;insee
ETS SCALABRINI CLAVEL;74330;74213;AC003030;POISY;32303636800013;755 Route de Lovagny;POISY;74213;74330;A;insee
ENTREPRISE G HOMINAL;74160;74124;AC003366;FeigEres;32692176400022;46 Allée des Preles;FeigEres;74124;74160;A;insee
PFEIFFER VACUUM Logistique;74330;74272;FR019065;SILLINGY;08598035700090;110 RTE DES COMBES;SILLINGY;74272;74330;A;insee
Yvroud Chavanod;74650;74067;FR019735;CHAVANOD;41019529100035;55 Rue Uranus;CHAVANOD;74067;74650;F;insee
EONA;74000;74010;AC005947;ANNECY;44904376900016;4 Avenue du Pre de Challes;ANNECY;74010;74000;A;insee
SCHWER SARL;74370;74010;AC006223;ANNECY;38539207100028;86 Route du Vieran (Pringy);ANNECY;74010;74000;A;insee
Duvernay Bonne;74380;74040;FR020122;BONNE;47823606000024;249 ROUTE DE MONTAGNON;BONNE;74040;74380;A;insee
Chavanel SAS;74150;74255;FR020191;SALES;31629159000024;14 rue du Lavoir;SALES;74255;74150;A;insee
DECO CUISINE 2;74200;74013;AC006993;ANTHY SUR LEMAN;85142280800028;Route de Margencel;ANTHY SUR LEMAN;74013;74200;A;insee
Vincent Moulin Entreprise;74100;74012;FR020806;ANNEMASSE;78873518100026;32 rue du vernand;ANNEMASSE;74012;74100;A;insee
LE CRENEAU INDUSTRIEL;74600;74010;FR020820;ANNECY;31208356100034;10 Rue du Pré Paillard;ANNECY;74010;74000;F;insee
Sport Léman;74140;74025;FR021042;BALLAISON;52504425100029;impasse de Thénières;BALLAISON;74025;74140;A;insee
APAVE 13-ANNECY-SA;74370;74112;FR021313;EPAGNY METZ TESSY;51872092500222;13 allée de la Bouvarde;EPAGNY METZ TESSY;74112;74330;F;insee
GROUPE DIAGONAL;74650;74067;AC008256;CHAVANOD;39029285200055;60 Rue Cassiopée;CHAVANOD;74067;74650;F;insee
Hacer Thyez Haute-Savoie;74300;74278;FR021912;THYEZ;60682029800028;Z.I des Lanches - Rue des Cyprès;THYEZ;74278;74300;A;insee
AD plating Marnaz;74460;74169;FR021911;MARNAZ;50404481900028;0 Impasse des acacias - ZI des Valignons;MARNAZ;74169;74460;A;insee
K PAR K SEYNOD;74600;74010;FR021920;ANNECY;40137531602862;2 Allée des Nielles;ANNECY;74010;74000;F;insee
CCI  Ecole Multimédia;74000;74010;FR022458;ANNECY;18743001200018;1 Esplanade Augustin Aussedat;ANNECY;74010;74000;F;insee
CCI Siège;74000;74010;FR022459;ANNECY;18743001200067;5 rue du 27eme Bataillon de Chasseurs Alpins;ANNECY;74010;74000;A;insee
DLM Annecy;74000;74010;AC010452;ANNECY;48799937700012;11 avenue de Chevenes;ANNECY;74010;74000;A;insee
HYDRETUDES - ARGONAY;74370;74019;AC010708;ARGONAY;37992646200092;815 Rte de Champ Farcon;ARGONAY;74019;74370;A;insee
Bodycote - Villaz;74370;74303;FR024398;VILLAZ;69678042800392;Zone artisanale PARC DE LA FILIERE ALLéE DES FUTAIS;VILLAZ;74303;74370;A;insee
CAP;74210;74234;AC011018;Saint-Ferréol;40889232100022;815 Rte du Rosay;Saint-Ferréol;74234;74210;A;insee
SCHMIDHAUSER;74290;74003;AC011059;Alex;39024187500017;375 Rte du Fier;Alex;74003;74290;A;insee
FRAMEX;74600;74010;AC011155;ANNECY;32616028000094;23 Che de la Croix (seynod);ANNECY;74010;74000;F;insee
GARAGE SOLER SARL;74160;74243;AC011635;SAINT-JULIEN-EN-GENEVOIS;45033459400030;9 Rte d'Annemasse;SAINT-JULIEN-EN-GENEVOIS;74243;74160;A;insee
Garage SOLER (Bons en Chablais);74890;74043;AC011743;BONS EN CHABLAIS;45033459400014;123 Avenue de la Gare;BONS EN CHABLAIS;74043;74890;A;insee
CHRONOPOST LA BALME DE SILLINGY;74330;74026;FR025267;LA BALME DE SILLINGY;38396013501745;2 Chemin DES VIGNES;LA BALME DE SILLINGY;74026;74330;A;insee
COMMUNE DE SAINT FELIX;74540;74233;AC012152;ST FELIX;21740233800016;21 Pl de l?Eglise;ST FELIX;74233;74540;A;insee
METRO ST ANDRE DE BOEGE;74420;74226;FR026209;ST ANDRE DE BOEGE;42440238600033;80 Impasse DES CHAPOTINES;ST ANDRE DE BOEGE;74226;74420;A;insee
PICPACSYSTEMS;74540;74233;AC012425;Saint-Félix;50323540000028;455 R du Mont Blanc;Saint-Félix;74233;74540;A;insee
COMMUNE DE DEMI-QUARTIER;74120;74099;FR026584;DEMI QUARTIER;21740099300010;775 Rte d?Etraz;DEMI QUARTIER;74099;74120;A;insee
Mille et un repas;74370;74019;AC012618;ARGONAY;41091104400064;250 route des CONTAMINES;ARGONAY;74019;74370;A;insee
PROMATEC TRAITEMENTS INDUSTRIELS;74930;74262;AC012728;SCIENTRIER;33010901800037;1081 Rue de Bidaille;SCIENTRIER;74262;74930;F;insee
DEPLACE IMMOBILIER;74140;74105;AC012744;DOUVAINE;83419456500026;63 rue du Centre;DOUVAINE;74105;74140;F;insee
SOMFY SAS;74370;74112;FR027139;Epagny Metz-Tessy;30397023000379;3 All de la Mandallaz;Epagny Metz-Tessy;74112;74330;F;insee
AU BERCAIL;74350;74307;AC015012;VILLY LE PELLOUX;90013779500010;148 Imp des Glaises;VILLY LE PELLOUX;74307;74350;F;insee
SER MECANIQUES D'ARACHES LES CARROZ;74300;74014;FR027926;ARACHES;33142040600018;680 route du Télécabine;ARACHES;74014;74300;A;insee
A.M.B;74200;74166;FR027892;Marin;49283173000014;Allée du Larry;Marin;74166;74200;A;insee
ARAVIS ENROBAGE;74370;74303;AC015377;VILLAZ;41283842700034;433 Route des Grands Bois;VILLAZ;74303;74370;A;insee
Divalto;74950;74264;FR027938;SCIONZIER;34172578600113;265 Rue de la Grange;SCIONZIER;74264;74950;F;insee
CHENG XIN;74320;74267;AC015546;SEVRIER;87852576500029;110 Allée du Soleil;SEVRIER;74267;74320;A;insee
AUDREX MEGEVE;74120;74173;AC015615;MEGEVE;42001576000176;121 Route Edmond de Rothschild;MEGEVE;74173;74120;A;insee
SOCIETE DES ALPES DE GESTION ET DE COMMERCIALISATION - RHONES-ALPES;74140;74105;AC015772;DOUVAINE;44315397800020;2 Av. de Genève;DOUVAINE;74105;74140;A;insee
UNION DES MUTUELLES DE FRANCE MONT BLANC;74000;74010;FR028783;ANNECY;77565447800244;21 route de Frangy;ANNECY;74010;74000;A;insee
CASINO PERS JUSSY;74930;74211;FR028958;PERS JUSSY;42826802302487;40 Impasse des Contamines;PERS JUSSY;74211;74930;F;insee
SOCIETE D AMENAGEMENT TOURISTIQUE D EXPLOITATION DE LA CLUSAZ;74220;74080;FR029402;LA CLUSAZ;32562035900068;115 Route DE L ETALE;LA CLUSAZ;74080;74220;A;insee
SEM DES REMONTEES MECANIQUES DE MEGEVE;74120;74173;FR029957;MEGEVE;60572080400026;453 Chemin DE MOUTELY;MEGEVE;74173;74120;A;insee
HALPADES S.A. D'HLM - RUMILLY;74150;74225;FR030347;RUMILLY;32572025800061;15 Rue Frédéric Girod;RUMILLY;74225;74150;A;insee
VIL.VACANCES LES CARREFOURS DE L'AMI;74320;74267;FR031163;SEVRIER;30296380600013;Route DE CESSENAZ;SEVRIER;74267;74320;A;insee
GARAGE SOLER;74890;74043;FR031959;BONS EN CHABLAIS;45033459400048;145 Rue de Courchamp;BONS EN CHABLAIS;74043;74890;A;insee
DECO NOVO;74200;74013;FR034120;Anthy-sur-Léman;94896336800014;4 Boulevard du pré biollat;Anthy-sur-Léman;74013;74200;A;insee
MORZINE IMMOBILIER;74110;74191;FR034553;MORZINE;50437203800019;210 Route de la plagne;MORZINE;74191;74110;A;insee
MEISTER FRANCE;74950;74264;FR035238;SCIONZIER;60572063000033;780 Rue César Vuarchex;SCIONZIER;74264;74950;A;insee
BLY FIT;74100;74118;FR036356;ETREMBIERES;88991219200016;71 Rue DE LA GARE;ETREMBIERES;74118;74100;A;insee
HD AIR;74370;74062;FR036712;CHARVONNEX;44188777500035;195 Route d'annecy;CHARVONNEX;74062;74370;A;insee
DISALP;74330;74026;FR037532;La Balme-de-Sillingy;34764613500041;8 Impasse Cricket;La Balme-de-Sillingy;74026;74330;A;insee
DECHAMBOUX SA;74800;74224;FR037827;La Roche-sur-Foron;41947177600015;300 Avenue jean morin;La Roche-sur-Foron;74224;74800;A;insee
FROMAGERIES DES HAUTS DE SAVOIE;74340;74258;FR038029;Samoëns;48079916200023;502 Avenue du fer à cheval;Samoëns;74258;74340;A;insee
FROMAGERIES DES HAUTS DE SAVOIE;74270;74131;FR038175;MUSIEGES;48079916200015;Zone artisanale LES BONNETS MUSIEGES;MUSIEGES;74131;74270;A;cp_only
LIDL Cluses;74300;74081;FR039810;CLUSES;34326262221319;400 Avenue de Châtillon;CLUSES;74081;74300;A;insee
ALEXANDRE BERTHIER ENERGIES;74800;74224;FR040208;La Roche-sur-Foron;51830281500072;35 Avenue jean morin;La Roche-sur-Foron;74224;74800;A;insee
321 PERFORM DEVELOPPEMENT;74290;74003;FR040450;Alex;84177305400025;191 Route DU CHATEAU;Alex;74003;74290;A;insee
STAUBLI;74210;74123;FR024288;Faverges-Seythenex;32572072000011;1 Pl Robert Staubli;Faverges-Seythenex;74123;74210;A;insee
CTD-CERD Scionzier;74950;74264;FR024927;SCIONZIER;22740001700447;Clos de la Marinière;SCIONZIER;74264;74950;A;insee
CERD Reignier;74930;74220;FR024961;REIGNIER;22740001700165;36 Chemin de Saint-Romain;REIGNIER;74220;74930;A;insee
Collège Henri Corbet;74430;74238;FR024878;ST JEAN D AULPS;19740034400010;239 Route du College;ST JEAN D AULPS;74238;74430;A;insee
AMP20BI077-A - DPT HAUTE SAVOIE - PMS FAVERGES _ ID 263877;74210;74123;FR028728;FAVERGES;22740001700330;C2C des Sources du Lac d?Annecy, 32 Route d'Albertville;FAVERGES;74123;74210;A;insee
POCLAIN HYDRAULICS SMP MARNAZ;74460;74169;FR022516;MARNAZ;42826647200029;146 avenue du Mole;MARNAZ;74169;74460;A;insee
Ubisoft International;74000;74010;BK00372;ANNECY;40864109000050;6, rue Andre Fumex;ANNECY;74010;74000;A;insee
